text,intent,is_noise,is_hard,language
tư vấn cho em món mát mát Freeze Chanh Tuyết ít ngọt,consultant,False,False,vi
mang cho em một Freeze Bạc Xỉu,order,False,False,vi
em cần ba Mocha L.,order,False,True,vi
what's the most popular item Bánh Mì Pate mát nhỉ  ,consultant,False,True,vi
cho mình hỏi có chỗ ngồi làm việc không ạ,faq,False,False,vi
món nào hợp với khẩu vị trẻ em Freeze Socola Bạc Hà ít ngọt,consultant,False,False,vi
cho mình hỏi do you do delivery nhỉ,faq,False,False,vi
hỏi chút có xuất hóa đơn VAT không nhỉ,faq,False,False,vi
cho hỏi do you offer birthday discounts nhỉ ạ,faq,False,True,vi
hỏi chút có chương trình thành viên không không,faq,False,False,vi
quán có hai Freeze Sữa Chua Dâu S không,order,False,False,vi
cho em 3 Hazelnut Latte L em,order,False,False,en
mình lấy ba Double Espresso L,order,False,False,vi
em thích trà trái cây thì uống gì Americano mát,consultant,False,False,vi
cho 1 Vanilla Latte M đi,order,False,False,vi
em gọi ba Bánh Táo S nha,order,False,False,vi
gọi 3 ly Sandwich Cá Ngừ đá,order,False,False,vi
cho mình hỏi có chỗ đậu xe không nhỉ,faq,False,False,vi
em gọi ba Matcha Latte L nha,order,False,False,vi
anh ơi một Hồng Trà Sữa L nha,order,False,False,vi
gọi ba ly Espresso không đường,order,False,False,vi
uhhh.,ignore,True,False,en
ờ,ignore,True,False,vi
cho em hỏi do you have vegetarian options ạ,faq,False,False,vi
no ạ,ignore,True,False,vi
anh ơi một Double Espresso L nha,order,False,False,vi
chào ạ,ignore,True,False,vi
cho 2 Espresso L em,order,False,False,en
good afternoon,ignore,True,False,en
cho mình hỏi do you do delivery không,faq,False,False,vi
suggest a light refreshing drink Freeze Bạc Xỉu không caffeine,consultant,False,False,vi
okay...,ignore,True,False,en
món nào thay thế được cà phê Sandwich Gà không caffeine,consultant,False,False,vi
món nào hợp với khẩu vị trẻ em Phin Đen Đá ít ngọt,consultant,False,False,vi
có gì ngon không em Trà Cam Quế không caffeine...,consultant,False,True,vi
cho mình hỏi do you accept credit cards ạ,faq,False,False,vi
món nào ít calories Trà Sen Vàng ít ngọt,consultant,False,False,vi
món nào thay thế được cà phê Sandwich Gà đá,consultant,False,False,vi
bên em có 1 Bánh Mì Pate S không,order,False,False,vi
what's your best seller today Trà Gừng Mật Ong đá,consultant,False,False,vi
cho em hỏi có hoàn tiền không nhỉ,faq,False,False,vi
cho hai Freeze Matcha Đậu Đỏ đá đi,order,False,False,vi
mình lấy 3 Trà Thanh Đào L,order,False,False,vi
recommend something refreshing please Latte không caffeine,consultant,False,False,vi
cần 2 Freeze Việt Quất M nhé ạ,order,False,True,vi
cần hai Freeze Xoài L nhé,order,False,False,vi
cho ba Bánh Mì Que ít đường đi,order,False,False,vi
cho một Phin Đen Đá S em,order,False,False,vi
không.,ignore,True,False,vi
a ơi em gọi một Freeze Chanh Tuyết M,order,False,False,vi
tư vấn cho em món mát mát Freeze Việt Quất không caffeine nhỉ.,consultant,False,True,vi
haha thú vị nhé,ignore,True,False,vi
món nào ít calories Bánh Chuối không caffeine,consultant,False,False,vi
recommend something refreshing please Freeze Matcha Đậu Đỏ đá,consultant,False,False,vi
quán có 2 Cappuccino L không  ,order,False,True,vi
có gì uống mát không Freeze Xoài mát nhỉ  ,consultant,False,True,vi
em muốn thêm một Trà Vải M,order,False,False,vi
order ba Bánh Mì Pate S nha,order,False,False,vi
recommend something refreshing please Freeze Xoài ít ngọt,consultant,False,False,vi
cho mình hỏi what are your opening hours?,faq,False,False,vi
cho em 3 Sandwich Gà L em,order,False,False,vi
"anh thích đồ uống chua, có gì Phin Sữa Đá đá",consultant,False,False,vi
ship ba Sandwich Gà L,order,False,False,vi
ship 3 Trà Cam Quế M,order,False,False,vi
cho a ba Sandwich Cá Ngừ,order,False,False,vi
mình order 2 Vietnamese Latte size L,order,False,False,vi
mình lấy 1 Freeze Bạc Xỉu M,order,False,False,vi
em lấy hai Trà Việt Quất M,order,False,False,vi
"anh thích trà hoa quả, recommend gì Bánh Quy Bơ mát",consultant,False,False,vi
cho hỏi có giới hạn thời gian ngồi không nhỉ,faq,False,False,vi
order ba Double Espresso S nha,order,False,False,en
anh không uống caffeine thì nên chọn gì Freeze Socola Bạc Hà không caffeine,consultant,False,False,vi
cho em hỏi wifi password là gì vậy,faq,False,False,vi
what's the most popular item Trà Kiwi mát,consultant,False,False,vi
gợi ý đồ uống không đường Freeze Chocolate đá,consultant,False,False,vi
order một Freeze Trà Xanh L  ,order,False,True,vi
cho hỏi có chỗ đậu xe không vậy,faq,False,False,vi
có món nào nhẹ nhẹ không Freeze Cà Phê mát,consultant,False,False,vi
cho hỏi  phòng họp không ạ vậy,faq,False,True,vi
I'd like ba Freeze Việt Quất S please,order,False,False,vi
gợi ý món ngon cho ngày nóng Vanilla Latte đá,consultant,False,False,vi
what's good for hot weather Phin Sữa Đá ít ngọt,consultant,False,False,vi
em cần hai Trà Xoài Nhiệt Đới L,order,False,False,vi
em order 1 Cold Brew L nha,order,False,False,en
what would you recommend for hot weather Hazelnut Latte không caffeine,consultant,False,False,vi
gọi ba ly Trà Sen Vàng nhiều đá,order,False,False,vi
good morning,ignore,True,False,en
tính cho tôi hai Vietnamese Latte M,order,False,False,vi
cho em hỏi cho mình hỏi xuất hóa đơn VAT không ạ ạ,faq,False,True,vi
cho 3 Trà Thanh Đào size M đi,order,False,False,vi
hỏi chút wifi tên gì vậy vậy,faq,False,False,vi
I want 3 Freeze Dâu,order,False,False,vi
món nào thay thế được cà phê Bánh Quy Bơ mát,consultant,False,False,vi
món nào bán chạy nhất Freeze Sữa Chua Việt Quất mát,consultant,False,False,vi
dạ,ignore,True,False,vi
can I get hai Freeze Caramel,order,False,False,en
what do you recommend Trà Đào Ít Ngọt không caffeine,consultant,False,False,vi
recommend something under 50000 Freeze Sữa Chua Việt Quất đá nhỉ ạ,consultant,False,True,vi
cho mình hỏi khuyến mãi gì hôm nay không nào  ???,faq,False,True,vi
cho em hỏi what is the wifi name nhỉ,faq,False,False,vi
thêm cho tôi 3 Trà Atiso Đỏ L,order,False,False,vi
tôi muốn mua 3 Freeze Xoài S vậy,order,False,True,vi
tôi muốn mua hai Freeze Matcha Đậu Đỏ L,order,False,False,vi
tư vấn cho em món ngon giá rẻ Freeze Cookies ít ngọt,consultant,False,False,vi
cho hỏi do you offer birthday discounts vậy,faq,False,False,vi
cho 2 Trà Đào Cam Sả ít đường đi,order,False,False,vi
cho hỏi có combo không?,faq,False,False,vi
món nào thay thế được cà phê Trà Gừng Mật Ong mát,consultant,False,False,vi
huhu ạ,ignore,True,False,vi
get me 1 Cappuccino M,order,False,False,en
có món nào giống latte nhưng không cà phê Cà Phê Sữa Nóng mát,consultant,False,False,vi
what's good for hot weather Flat White ít ngọt,consultant,False,False,vi
cho 1 Freeze Xoài ít đường đi,order,False,False,vi
do you have qr payment?,faq,False,False,en
tôi muốn mua hai Bánh Su Kem S,order,False,False,vi
anh thích cà phê đậm thì nên uống gì Freeze Xoài đá,consultant,False,False,vi
gợi ý món ngon cho ngày nóng Trà Xoài Nhiệt Đới đá,consultant,False,False,vi
cho hai Trà Kiwi nhiều đá đi,order,False,False,vi
cho a hai Cappuccino,order,False,False,en
lấy một Bánh Mặn Phô Mai M nhé,order,False,False,vi
anh ơi cho em 3 Phin Sữa Đá,order,False,False,vi
mình order một Freeze Việt Quất size S,order,False,False,vi
please give me 2 Bánh Chuối L  ???,order,False,True,vi
em muốn thêm 1 Trà Sen Vàng L,order,False,False,vi
có thanh toán qr không nào,faq,False,False,vi
gọi ba ly Cà Phê Dừa lạnh,order,False,False,vi
hỏi chút do you have qr payment không...,faq,False,True,vi
có trà nào ngon không Cold Brew không caffeine,consultant,False,False,vi
em gọi 2 Bánh Mặn Phô Mai S nha,order,False,False,vi
can I have 3 Phin Sữa Đá M,order,False,False,vi
mình order ba Donut Chocolate nóng,order,False,False,vi
ship 1 Cà Phê Đen Nóng M,order,False,False,vi
món nào bán chạy nhất Phin Sữa Đá không caffeine...,consultant,False,True,vi
cho mình hỏi can I pay by cash không,faq,False,False,vi
cho mình hỏi có nhận đặt tiệc không vậy,faq,False,False,vi
cho em hỏi do you deliver ạ,faq,False,False,vi
cho 1 cốc Trà Nhài S,order,False,False,vi
tư vấn cho em món ngon giá rẻ Muffin Chocolate mát,consultant,False,False,vi
tôi muốn mua một Sandwich Cá Ngừ S,order,False,False,vi
cho a một Hazelnut Latte,order,False,False,vi
gọi 2 ly Hồng Trà Sữa ít đá,order,False,False,vi
anh thích cà phê đậm thì nên uống gì Trà Lài Mật Ong đá,consultant,False,False,vi
cho mình hỏi có thanh toán thẻ không nhỉ,faq,False,False,vi
món nào bán chạy nhất Cà Phê Dừa mát,consultant,False,False,vi
bye,ignore,True,False,en
tính cho tôi 1 Vanilla Latte M,order,False,False,vi
em order hai Freeze Trà Xanh L nha,order,False,False,vi
yo nhé,ignore,True,False,vi
cho ba Trà Gừng Mật Ong M đi,order,False,False,vi
order 3 Freeze Bạc Xỉu M nha,order,False,False,vi
"anh thích đồ uống chua, có gì Hồng Trà Sữa mát",consultant,False,False,vi
lấy cho 3 ly Tiramisu M,order,False,False,vi
what's your best seller today Cà Phê Đen Nóng ít ngọt,consultant,False,False,vi
"I prefer tea-based drinks, what should I get Cà Phê Dừa không caffeine",consultant,False,False,vi
món nào bán chạy nhất Hazelnut Latte ít ngọt,consultant,False,False,vi
hai ly Matcha Latte L nha,order,False,False,en
cho mình hỏi what time do you open ạ,faq,False,False,vi
mang ra một Tiramisu M nhé,order,False,False,vi
cho mình hỏi cho hỏi có thanh toán thẻ không không...,faq,False,True,vi
hỏi chút có đổi món sau khi đặt không?,faq,False,False,vi
em thích trà trái cây thì uống gì Freeze Chanh Tuyết mát  ,consultant,False,True,vi
what would you recommend for hot weather Trà Vải ít ngọt,consultant,False,False,vi
get me 3 Bánh Mì Pate M,order,False,False,vi
tư vấn cho em món mát mát Tiramisu không caffeine,consultant,False,False,vi
đồ uống nào hợp với bánh ngọt Trà Đào Ít Ngọt không caffeine,consultant,False,False,vi
có trà nào ngon không Cappuccino không caffeine,consultant,False,False,vi
cho mình hỏi có nhận thanh toán công ty không không,faq,False,False,vi
cho ba Bánh Mặn Phô Mai không đường đi,order,False,False,vi
can I have 3 Freeze Matcha Đậu Đỏ S,order,False,False,vi
what would you recommend for hot weather Freeze Caramel ít ngọt,consultant,False,False,vi
em order hai Trà Sữa Trân Châu M nha,order,False,False,vi
tôi muốn mua hai Americano L,order,False,False,vi
cho mình hỏi có đặt bàn trước không nhỉ,faq,False,False,vi
mình order 3 Bánh Táo size L,order,False,False,vi
cho mình hỏi có xuất hóa đơn VAT không nhỉ,faq,False,False,vi
cho mình hỏi có thanh toán qr không?,faq,False,False,vi
wifi tên gì vậy ạ,faq,False,False,vi
123.,ignore,True,False,en
cho em hỏi do you have vegetarian options không,faq,False,False,vi
mang ra hai Bánh Su Kem L nhé,order,False,False,vi
gọi một ly Trà Lài Mật Ong đá,order,False,False,vi
tư vấn cho em món ngon giá rẻ Matcha Latte không caffeine nhỉ...,consultant,False,True,vi
a ơi thêm 1 Americano đi,order,False,False,vi
get me hai Bánh Táo M,order,False,False,vi
nên uống gì vào buổi sáng Phin Đen Đá mát,consultant,False,False,vi
cần 1 Trà Việt Quất L nhé,order,False,False,vi
recommend something refreshing please Freeze Trà Xanh mát,consultant,False,False,vi
cho mình hỏi is there a kid's menu?,faq,False,False,vi
gợi ý cho khách không ăn đường Trà Atiso Đỏ đá,consultant,False,False,vi
what would you recommend for hot weather Cà Phê Đen Nóng không caffeine,consultant,False,False,vi
cho một Bạc Xỉu nóng đi,order,False,False,vi
cho hai Phin Sữa Đá nhiều đá đi,order,False,False,vi
cho a 3 Bánh Mì Pate,order,False,False,vi
món nào hợp với khẩu vị trẻ em Latte đá,consultant,False,False,vi
cho mình hỏi có xuất hóa đơn VAT không nào,faq,False,False,vi
em cần 2 Freeze Trà Xanh S,order,False,False,vi
có chỗ hút thuốc không nhỉ,faq,False,False,vi
cần một Sandwich Gà L nhé,order,False,False,vi
có chương trình thành viên không không,faq,False,False,vi
cần 3 Trà Táo Bạc Hà S nhé,order,False,False,vi
is there a student discount?,faq,False,False,en
mang cho em hai Hồng Trà Sữa,order,False,False,vi
có chỗ đậu xe không nhỉ,faq,False,False,vi
đặt bàn và lấy 2 Trà Sữa Trân Châu L,order,False,False,vi
bên em có hai Matcha Latte L không,order,False,False,vi
cho em hỏi is there a kid's menu ạ,faq,False,False,vi
anh không uống caffeine thì nên chọn gì Cold Brew mát,consultant,False,False,vi
cho em hỏi có nhận thanh toán công ty không?,faq,False,False,vi
tư vấn cho em món mát mát Mocha ít ngọt,consultant,False,False,vi
em cần 2 Freeze Bạc Xỉu L,order,False,False,vi
bên em có ba Freeze Dâu M không,order,False,False,vi
tư vấn cho em món ngon giá rẻ Latte không caffeine,consultant,False,False,vi
cho mình hỏi do you deliver?.,faq,False,True,vi
gợi ý cho khách không ăn đường Freeze Caramel ít ngọt,consultant,False,False,vi
please give me một Hồng Trà Sữa L,order,False,False,vi
món nào ít calories Trà Atiso Đỏ đá,consultant,False,False,vi
get me ba Bánh Táo M,order,False,False,vi
cho hỏi có chương trình thành viên không ạ,faq,False,False,vi
món nào không ngọt lắm Trà Đào Ít Ngọt đá,consultant,False,False,vi
có nhận thanh toán công ty không nhỉ,faq,False,False,vi
có bán hai Cà Phê Sữa Nóng S không,order,False,False,vi
cho em hỏi do you have qr payment ạ,faq,False,False,vi
tính cho tôi ba Sandwich Cá Ngừ S  ,order,False,True,vi
có chỗ hút thuốc không ạ,faq,False,False,vi
can I pay by cash vậy,faq,False,False,vi
cho mình hỏi do you do delivery vậy...,faq,False,True,vi
suggest a drink for someone who hates coffee Freeze Dâu ít ngọt vậy,consultant,False,True,vi
what's good here Hazelnut Latte không caffeine,consultant,False,False,vi
is there parking available?,faq,False,False,en
cho 1 Sandwich Cá Ngừ L em,order,False,False,vi
cho em hỏi có phòng họp không?,faq,False,False,vi
đặt một ly Freeze Sữa Chua Việt Quất S nha,order,False,False,vi
cho mình hỏi what is the wifi name nhỉ,faq,False,False,vi
gọi 2 ly Croissant size S,order,False,False,vi
please give me 3 Freeze Chanh Tuyết M,order,False,False,vi
lấy một Trà Thanh Đào S nhé,order,False,False,vi
hỏi chút có phòng họp không ạ,faq,False,False,vi
tôi muốn mua 3 Cà Phê Muối M,order,False,False,vi
please give me 1 Hazelnut Latte M,order,False,False,en
đặt 2 ly Freeze Caramel M nha,order,False,False,vi
thêm cho tôi 1 Muffin Chocolate M,order,False,False,vi
cho hỏi wifi tên gì vậy vậy,faq,False,False,vi
em muốn order một Trà Lài Mật Ong M,order,False,False,vi
đặt bàn và lấy một Tiramisu L  ???,order,False,True,vi
gọi một ly Bạc Xỉu ít đường ạ,order,False,True,vi
cho em hỏi do you accept credit cards vậy nhỉ,faq,False,True,vi
có trà nào ngon không Bánh Su Kem mát,consultant,False,False,vi
em muốn thêm 1 Trà Táo Bạc Hà S,order,False,False,vi
order 3 Freeze Trà Xanh S nha  ???,order,False,True,vi
gợi ý cho anh món ít ngọt Freeze Đào không caffeine,consultant,False,False,vi
what's your best seller today Phin Sữa Đá ít ngọt,consultant,False,False,vi
cho 3 Hồng Trà Sữa L đi,order,False,False,vi
cho anh một ly Cappuccino L,order,False,False,vi
có món nào nhẹ nhẹ không Freeze Xoài không caffeine,consultant,False,False,vi
recommend a drink without caffeine Sandwich Cá Ngừ mát,consultant,False,False,vi
recommend a drink without caffeine Freeze Socola Bạc Hà đá,consultant,False,False,vi
what's your best seller today Muffin Chocolate đá,consultant,False,False,vi
gợi ý món dưới 45k Hazelnut Latte ít ngọt,consultant,False,False,vi
có gì uống mát không Freeze Chanh Tuyết đá,consultant,False,False,vi
hỏi chút có xuất hóa đơn không nhỉ,faq,False,False,vi
bên em có 3 Phin Đen Đá M không,order,False,False,vi
có gì uống mát không Freeze Trà Xanh mát,consultant,False,False,vi
gợi ý cho khách không ăn đường Freeze Matcha Đậu Đỏ không caffeine,consultant,False,False,vi
what's good for hot weather Trà Thanh Đào mát,consultant,False,False,vi
cho em hỏi có chỗ đậu xe không nào,faq,False,False,vi
cho hỏi có đặt bàn trước không?,faq,False,False,vi
cho mình hỏi có nhận đặt qua điện thoại không không,faq,False,False,vi
mang ra ba Iced Coffee M nhé,order,False,False,vi
có món nào nhẹ nhẹ không Trà Chanh Mật Ong đá,consultant,False,False,vi
anh ơi cho em 1 Bánh Mì Que,order,False,False,vi
tính cho tôi một Freeze Dâu L,order,False,True,vi
what do you recommend Vanilla Latte ít ngọt,consultant,False,False,vi
anh thích cà phê đậm thì nên uống gì Trà Sữa Trân Châu mát,consultant,False,False,vi
alo.,ignore,True,False,en
có món nào giống latte nhưng không cà phê Bánh Táo ít ngọt,consultant,False,False,vi
gọi cho em hai Bánh Mì Pate M,order,False,False,vi
I'd like hai Trà Atiso Đỏ S please,order,False,False,vi
cho ba Croissant ít đá đi,order,False,False,vi
what's good here Bạc Xỉu mát,consultant,False,False,vi
lấy cho ba ly Sandwich Cá Ngừ L,order,False,False,vi
hỏi chút có bánh gì ăn kèm vậy,faq,False,False,vi
có gì uống mát không Trà Sữa Trân Châu mát,consultant,False,False,vi
gợi ý cho khách không ăn đường Bánh Mì Que không caffeine,consultant,False,False,vi
cho 1 Phin Sữa Đá nóng đi,order,False,False,vi
hỏi chút is there parking available nhỉ,faq,False,False,vi
cho mình hỏi có chương trình thành viên không không,faq,False,False,vi
có đồ uống healthy không Freeze Việt Quất đá,consultant,False,False,vi
hỏi chút is there a private room nào,faq,False,False,vi
món nào không ngọt lắm Trà Gừng Mật Ong ít ngọt,consultant,False,False,vi
mình muốn order 3 Matcha Latte,order,False,False,vi
tư vấn đồ uống cho người mới uống cà phê Freeze Caramel đá,consultant,False,False,vi
cho em hỏi có nhận thanh toán công ty không ạ,faq,False,False,vi
cho hỏi is there parking available nào,faq,False,False,vi
"anh thích đồ uống chua, có gì Trà Kiwi ít ngọt",consultant,False,False,vi
món nào hợp với khẩu vị trẻ em Cà Phê Dừa không caffeine nhỉ à,consultant,False,True,vi
a tính cho em ba Freeze Cookies đi,order,False,False,vi
tư vấn đồ uống cho người mới uống cà phê Freeze Matcha Đậu Đỏ đá,consultant,False,False,vi
tôi muốn mua 1 Phin Sữa Đá M,order,False,False,vi
có combo không ạ,faq,False,False,vi
good morning???,ignore,True,False,en
em muốn thêm 2 Double Espresso S,order,False,False,vi
cho ba Cold Brew L em,order,False,False,en
em thích trà trái cây thì uống gì Bánh Mặn Phô Mai không caffeine,consultant,False,False,vi
anh ơi cho em 1 Trà Chanh Mật Ong,order,False,False,vi
cho mình hỏi có xuất hóa đơn không ạ,faq,False,False,vi
cho em hỏi có món chay không ạ,faq,False,False,vi
mình order 3 Matcha Latte nóng...,order,False,True,vi
a ơi thêm 3 Bánh Quy Bơ đi,order,False,False,vi
em lấy 3 Iced Coffee M,order,False,False,vi
cho hai cốc Donut Chocolate S,order,False,False,vi
em gọi hai Trà Táo Bạc Hà L nha,order,False,False,vi
gợi ý cho khách không ăn đường Freeze Xoài đá,consultant,False,False,vi
get me 1 Trà Oolong Sữa M,order,False,False,vi
có món gì cho người ăn kiêng không Freeze Xoài đá,consultant,False,False,vi
do you have qr payment vậy,faq,False,False,vi
cho mình hỏi do you do delivery ạ,faq,False,False,vi
"anh thích vị nhẹ, gợi ý gì Brownie ít ngọt",consultant,False,False,vi
món nào thay thế được cà phê Trà Kiwi ít ngọt,consultant,False,False,vi
cho em hỏi is there a kid's menu?,faq,False,False,vi
mình order ba Americano không đường,order,False,False,vi
cho hỏi is there parking available ạ,faq,False,False,vi
mình order 1 Cà Phê Sữa Nóng không đường,order,False,False,vi
tôi muốn mua hai Bạc Xỉu S,order,False,False,vi
cho hỏi có xuất hóa đơn VAT không vậy,faq,False,False,vi
3 ly Freeze Cà Phê S nha,order,False,False,vi
cho hỏi có món chay không nhỉ,faq,False,False,vi
đặt cho một Bánh Phô Mai M,order,False,False,vi
cho em hỏi có nhận thanh toán công ty không nào,faq,False,False,vi
what is the wifi name vậy,faq,False,False,vi
tôi muốn mua 3 Trà Oolong Sữa M,order,False,False,vi
I'd like 1 Tiramisu L please,order,False,False,en
"anh thích vị nhẹ, gợi ý gì Freeze Việt Quất đá",consultant,False,False,vi
tôi muốn mua 2 Trà Việt Quất M,order,False,False,vi
cho mình hỏi có chương trình thành viên không?,faq,False,False,vi
gọi cho em ba Bánh Chuối L,order,False,False,vi
cheers ạ,ignore,True,False,vi
ừm...,ignore,True,False,vi
"anh thích trà hoa quả, recommend gì Cà Phê Muối đá",consultant,False,False,vi
gọi 1 ly Croissant ít đường,order,False,False,vi
em lấy một Trà Việt Quất M,order,False,False,vi
quán có 3 Trà Vải M không,order,False,False,vi
món nào ít calories Bạc Xỉu đá,consultant,False,False,vi
okay ạ,ignore,True,False,vi
món nào không ngọt lắm Sandwich Cá Ngừ đá,consultant,False,False,vi
good evening.,ignore,True,False,en
"anh thích vị nhẹ, gợi ý gì Sandwich Gà ít ngọt à",consultant,False,True,vi
có món nào giống latte nhưng không cà phê Croissant không caffeine,consultant,False,False,vi
hú hú,ignore,True,False,vi
hjc???,ignore,True,False,en
can I get ba Cappuccino,order,False,False,en
cho hỏi what's your return policy nào  ,faq,False,True,vi
"anh thích vị nhẹ, gợi ý gì Trà Lài Mật Ong không caffeine",consultant,False,False,vi
cho anh 2 ly Croissant M...,order,False,True,en
tính cho tôi 3 Bánh Su Kem S,order,False,False,vi
gọi một ly Freeze Matcha Đậu Đỏ đá,order,False,False,vi
hjx ạ,ignore,True,False,vi
đặt hai ly Trà Oolong Sữa M nha,order,False,False,vi
hi.,ignore,True,False,en
món nào không ngọt lắm Cà Phê Dừa không caffeine,consultant,False,False,vi
"I prefer tea-based drinks, what should I get Trà Lài Mật Ong không caffeine",consultant,False,False,vi
thêm cho tôi 1 Bánh Su Kem M,order,False,False,vi
có gì uống mát không Bánh Phô Mai mát???,consultant,False,True,vi
hỏi chút có món lạnh không vậy,faq,False,False,vi
nên uống gì vào buổi sáng Trà Việt Quất ít ngọt,consultant,False,False,vi
a tính cho em 2 Trà Sen Vàng đi,order,False,False,vi
recommend something under 50000 Bánh Chuối không caffeine,consultant,False,False,vi
recommend a drink without caffeine Trà Xoài Nhiệt Đới không caffeine,consultant,False,False,vi
a ơi em gọi ba Phin Sữa Đá M,order,False,False,vi
cho em hỏi do you accept credit cards ạ,faq,False,False,vi
cho em hỏi do you have vegan options ạ  ,faq,False,True,vi
thêm cho tôi ba Croissant L,order,False,False,vi
cho mình hỏi do you accept credit cards vậy,faq,False,False,vi
hỏi chút do you have vegan options nhỉ,faq,False,False,vi
gợi ý món ngon cho ngày nóng Caramel Macchiato đá,consultant,False,False,vi
em muốn thêm ba Freeze Socola Bạc Hà L,order,False,False,vi
bên em có ba Trà Đào Ít Ngọt L không,order,False,False,vi
what's good here Freeze Chocolate không caffeine,consultant,False,False,vi
cho 1 Trà Lài Mật Ong không đường đi,order,False,False,vi
anh không uống caffeine thì nên chọn gì Bánh Chuối ít ngọt,consultant,False,False,vi
can I pay by cash nào,faq,False,False,vi
cho mình hỏi có phòng họp không?,faq,False,False,vi
hỏi chút do you have qr payment nhỉ,faq,False,False,vi
"I prefer tea-based drinks, what should I get Bánh Quy Bơ mát",consultant,False,False,vi
cho 3 Trà Xoài Nhiệt Đới ít đá đi,order,False,False,vi
what's the most popular item Espresso không caffeine,consultant,False,False,vi
món nào bán chạy nhất Hồng Trà Sữa mát nhỉ  ???,consultant,False,True,vi
anh không uống caffeine thì nên chọn gì Trà Atiso Đỏ mát,consultant,False,False,vi
cho em 1 Cà Phê Đen Nóng L em,order,False,False,vi
cho mình hỏi có xuất hóa đơn VAT không vậy,faq,False,False,vi
cho ba Trà Lài Mật Ong size S đi,order,False,False,vi
what's good here Double Espresso mát,consultant,False,False,vi
hỏi chút có chương trình thành viên không nhỉ,faq,False,False,vi
có đặt bàn trước không nhỉ,faq,False,False,vi
gọi cho em 1 Freeze Chocolate L,order,False,False,vi
có trà nào ngon không Bánh Mặn Phô Mai không caffeine nhỉ.,consultant,False,True,vi
món nào hợp với khẩu vị trẻ em Trà Nhài đá,consultant,False,False,vi
I'd like to order 2 Cà Phê Đen Nóng,order,False,False,vi
cho em hỏi can I pay by card ạ,faq,False,False,vi
"anh thích trà hoa quả, recommend gì Freeze Trà Xanh đá nhỉ vậy",consultant,False,True,vi
what's up???,ignore,True,False,en
"anh không thích ngọt, tư vấn gì Freeze Cookies mát",consultant,False,False,vi
cho a 1 Freeze Việt Quất,order,False,False,vi
cho hỏi do you offer birthday discounts?,faq,False,False,vi
gợi ý đồ uống không đường Donut Chocolate mát,consultant,False,False,vi
tính cho tôi một Bánh Chuối M,order,False,False,vi
món nào không ngọt lắm Croissant đá nhỉ,consultant,False,True,vi
cho hỏi is there a kid's menu không,faq,False,False,vi
có ổ cắm điện không không,faq,False,False,vi
a lấy cho em ba Freeze Cà Phê,order,False,False,vi
quán có hai Freeze Đào M không,order,False,False,vi
cảm ơn nhé,ignore,True,False,vi
please give me ba Freeze Sữa Chua Dâu M,order,False,False,vi
I'd like 3 Cà Phê Sữa Nóng L please,order,False,False,vi
gọi ba ly Freeze Việt Quất nóng,order,False,False,vi
em thích trà trái cây thì uống gì Vanilla Latte không caffeine,consultant,False,False,vi
I'd like to order 1 Bánh Mặn Phô Mai,order,False,False,vi
what's good for hot weather Latte đá???,consultant,False,True,vi
món nào ít calories Hồng Trà Sữa ít ngọt,consultant,False,False,vi
có đồ uống healthy không Sandwich Gà đá,consultant,False,False,vi
suggest something sweet but not too sweet Trà Kiwi ít ngọt,consultant,False,False,vi
suggest a light refreshing drink Bánh Su Kem ít ngọt,consultant,False,False,vi
"I prefer tea-based drinks, what should I get Tiramisu không caffeine",consultant,False,False,vi
suggest a light refreshing drink Double Espresso mát,consultant,False,False,vi
đặt một ly Trà Táo Bạc Hà L nha,order,False,False,vi
à à...,ignore,True,False,vi
có gì uống mát không Bánh Mì Pate ít ngọt,consultant,False,False,vi
ship em ba Vanilla Latte M nha,order,False,False,en
cho 3 Trà Xoài Nhiệt Đới S em,order,False,False,vi
can I have 2 Trà Táo Bạc Hà S,order,False,False,vi
đồ uống nào hợp với bánh ngọt Trà Gừng Mật Ong đá,consultant,False,False,vi
what would you recommend for hot weather Cà Phê Sữa Nóng không caffeine,consultant,False,False,vi
a ơi em gọi 3 Bánh Chuối S,order,False,False,vi
please give me 2 Hazelnut Latte L,order,False,False,en
cho em hỏi có giảm giá sinh viên không không,faq,False,False,vi
cho em hỏi is there parking available?,faq,False,False,vi
đồ uống nào hợp với bánh ngọt Brownie đá,consultant,False,False,vi
mình lấy 2 Trà Đào Cam Sả M,order,False,False,vi
cho 1 Trà Thanh Đào đá đi,order,False,True,vi
cho mình hỏi is there a student discount nào,faq,False,False,vi
có món gì cho người ăn kiêng không Bánh Mặn Phô Mai đá,consultant,False,False,vi
em cần 3 Bánh Chuối M,order,False,False,vi
anh ơi cho em 1 Brownie,order,False,False,vi
do you accept credit cards????,faq,False,True,en
có đồ uống healthy không Bánh Mì Que không caffeine,consultant,False,False,vi
mang ra 3 Sandwich Cá Ngừ S nhé,order,False,False,vi
no nhé,ignore,True,False,vi
em order 3 Phin Sữa Đá S nha,order,False,False,vi
cho em hỏi có xuất hóa đơn VAT không vậy,faq,False,False,vi
cho một Bánh Táo đá đi,order,False,False,vi
gọi cho em 3 Trà Táo Bạc Hà S,order,False,False,vi
gọi 2 ly Hồng Trà Sữa nóng,order,False,False,vi
is there parking available vậy,faq,False,False,vi
what's the most popular item Brownie ít ngọt,consultant,False,False,vi
